,subject_id,subject_id_ph1_df1,z_no_trust_df1,z_trust_df1,z_no_answer_df1,z_total_people_df1,Invalid_Domain_or_Sender_df1,Potent_Mal_Links_df1,Spelling_or_Grammar_df1,Appeal_to_Greed_df1,Appeal_to_Urgency_df1,Appeal_to_Authority_df1,Other_Phishy_Findings_df1,VeryTrustworthy_df1,Trustworthy_df1,Neither_Trust_df1,Untrustworthy_df1,VeryUntrustworthy_df1,VeryAppealing_df1,Appealing_df1,NeitherAppealing_df1,UnAppealing_df1,VeryUnAppealing_df1,malicious_df1,SensitivityRate_df1,VictimizationRate_df1,FalsePositiveRate_df1,SpecificityRate_df1,url_df1,if_malicious,malicious_guess,Present_Cue_Types_Guess,Website_Description,TrustWorthiness_Rating,Visual_Attractiveness_Rating,Comments,AISensitivityRate_df1,AIVictimizationRate_df1,AIFalsePositiveRate_df1,AISpecificityRate_df1,subject_id_ph1_df2,z_no_trust_df2,z_trust_df2,z_no_answer_df2,z_total_people_df2,Invalid_Domain_or_Sender_df2,Potent_Mal_Links_df2,Spelling_or_Grammar_df2,Appeal_to_Greed_df2,Appeal_to_Urgency_df2,Appeal_to_Authority_df2,Other_Phishy_Findings_df2,VeryTrustworthy_df2,Trustworthy_df2,Neither_Trust_df2,Untrustworthy_df2,VeryUntrustworthy_df2,VeryAppealing_df2,Appealing_df2,NeitherAppealing_df2,UnAppealing_df2,VeryUnAppealing_df2,malicious_df2,SensitivityRate_df2,VictimizationRate_df2,FalsePositiveRate_df2,SpecificityRate_df2,url_df2,maliciousness,Findings,Present Cue Types,Website Description,TrustWorthiness Rating,Visual Attractiveness Rating,response,AISensitivityRate_df2,AIVictimizationRate_df2,AIFalsePositiveRate_df2,AISpecificityRate_df2,AISensitivityRate,AIVictimizationRate,AIFalsePositiveRate,AISpecificityRate
1150,52843601,52843601,3,12,0,15,0,0,1,0,0,0,0,1,8,4,2,0,1,9,2,3,0,False,,,0.2,0.8,https://panoptes-uploads.zooniverse.org/production/subject_location/3b862a3d-d649-4ac4-a5a4-c1052ffe428f.jpeg,False,Nothing Phishy Here,,"The image appears to be a screenshot of a professional corporate website belonging to AmWINS Group, Inc. The website has a clear layout with a navigation bar at the top, a main banner section with a call to action button, and a cookie consent notice at the bottom.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The image appears to be a screenshot of a professional corporate website belonging to AmWINS Group, Inc. The website has a clear layout with a navigation bar at the top, a main banner section with a call to action button, and a cookie consent notice at the bottom."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```",,,0.0,1.0,52843601,3,12,0,15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,8,4,2,0,1,9,2,3,0,False,,,0.2,0.8,https://panoptes-uploads.zooniverse.org/production/subject_location/3b862a3d-d649-4ac4-a5a4-c1052ffe428f.jpeg,False,Nothing Phishy Here,[],"The image shows a website for AmWINS Group, Inc., a company that provides insurance market reports. The website features a blue color scheme and images of office buildings.",Very Trustworthy,Neutral,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: The image shows a website for AmWINS Group, Inc., a company that provides insurance market reports. The website features a blue color scheme and images of office buildings.
TrustWorthiness Rating: Very Trustworthy
Visual Attractiveness Rating: Neutral 
",,,0.0,1.0,,,0.0,2.0
1151,52843602,52843602,7,7,1,14,4,0,0,0,0,0,2,0,1,7,2,4,0,0,8,2,4,False,,,0.5,0.5,https://panoptes-uploads.zooniverse.org/production/subject_location/9b30a51f-da93-401b-9fd4-133ff71a754c.jpeg,False,Something's Phishy,Invalid Domain or Sender,"The image shows a web browser with a website URL visible, but no actual content from the website is displayed.",Untrustworthy,Neutral,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender""
  ],
  ""Website Description"": ""The image shows a web browser with a website URL visible, but no actual content from the website is displayed."",
  ""TrustWorthiness Rating"": ""Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Neutral""
}
```",,,1.0,0.0,52843602,7,7,1,14,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,7,2,4,0,0,8,2,4,False,,,0.5,0.5,https://panoptes-uploads.zooniverse.org/production/subject_location/9b30a51f-da93-401b-9fd4-133ff71a754c.jpeg,False,Nothing Phishy Here,[],"The image appears to show the URL bar of a web browser, displaying the address ""https://www.ausco.fprsi.com"".",Neutral,Neutral,"{
 ""Findings"": ""Nothing Phishy Here"",
 ""Present Cue Types"": [],
 ""Website Description"": ""The image appears to show the URL bar of a web browser, displaying the address \""https://www.ausco.fprsi.com\""."",
 ""TrustWorthiness Rating"": ""Neutral"",
 ""Visual Attractiveness Rating"": ""Neutral""
}",,,0.0,1.0,,,1.0,1.0
1152,52843603,52843603,4,10,1,14,0,0,4,1,0,0,2,3,7,1,3,0,2,9,3,0,0,False,,,0.2857142857142857,0.7142857142857143,https://panoptes-uploads.zooniverse.org/production/subject_location/f984c601-3742-470e-ac5e-8d4f7cb38ff8.jpeg,False,Nothing Phishy Here,,"The website appears to be for LTC Solutions, which is a source for long-term care insurance. It mentions a 40th anniversary and provides a phone number. There is also a link to a consumer site and various menu options for different sections of the website.",Neutral,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website appears to be for LTC Solutions, which is a source for long-term care insurance. It mentions a 40th anniversary and provides a phone number. There is also a link to a consumer site and various menu options for different sections of the website."",
  ""TrustWorthiness Rating"": ""Neutral"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```",,,0.0,1.0,52843603,4,10,1,14,0.0,0.0,4.0,1.0,0.0,0.0,2.0,3,7,1,3,0,2,9,3,0,0,False,,,0.2857142857142857,0.7142857142857143,https://panoptes-uploads.zooniverse.org/production/subject_location/f984c601-3742-470e-ac5e-8d4f7cb38ff8.jpeg,False,Nothing Phishy Here,,"The image shows the homepage of LTC Solutions, a division of Central States Financial Services, Inc. They are a long-term care insurance company focused on marketing, selling, and promoting quality long-term care insurance. ",Trustworthy,Visually Unattractive or Unappealing,"Findings: Nothing Phishy Here
Present Cue Types: 
Website Description: The image shows the homepage of LTC Solutions, a division of Central States Financial Services, Inc. They are a long-term care insurance company focused on marketing, selling, and promoting quality long-term care insurance. 
TrustWorthiness Rating: Trustworthy
Visual Attractiveness Rating: Visually Unattractive or Unappealing 
",,,0.0,1.0,,,0.0,2.0
1153,52843604,52843604,6,5,4,11,0,0,0,0,0,0,3,0,1,6,0,4,0,0,6,1,4,False,,,0.5454545454545454,0.4545454545454545,https://panoptes-uploads.zooniverse.org/production/subject_location/bf974948-ccef-4f8e-989f-9a47bd3a8f24.jpeg,False,Nothing Phishy Here,,"The image displays a web browser address bar with a URL beginning with 'https://www.' followed by the domain 'bugplc.com'. There is no other content visible other than the address bar, which appears to be displayed on a web browser with a minimalist and modern design.",Neutral,Neutral,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The image displays a web browser address bar with a URL beginning with 'https://www.' followed by the domain 'bugplc.com'. There is no other content visible other than the address bar, which appears to be displayed on a web browser with a minimalist and modern design."",
  ""TrustWorthiness Rating"": ""Neutral"",
  ""Visual Attractiveness Rating"": ""Neutral""
}
```",,,0.0,1.0,52843604,6,5,4,11,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,1,6,0,4,0,0,6,1,4,False,,,0.5454545454545454,0.4545454545454545,https://panoptes-uploads.zooniverse.org/production/subject_location/bf974948-ccef-4f8e-989f-9a47bd3a8f24.jpeg,False,Nothing Phishy Here,[],The image shows a URL bar with the address https://www.buplc.com. There are also some browser buttons visible.,Neutral,Neutral,"{
 ""Findings"": ""Nothing Phishy Here"",
 ""Present Cue Types"": [],
 ""Website Description"": ""The image shows a URL bar with the address https://www.buplc.com. There are also some browser buttons visible."",
 ""TrustWorthiness Rating"": ""Neutral"",
 ""Visual Attractiveness Rating"": ""Neutral""
}",,,0.0,1.0,,,0.0,2.0
1154,52843605,52843605,0,15,0,15,0,0,0,0,0,0,0,2,8,5,0,0,3,9,3,0,0,False,,,0.0,1.0,https://panoptes-uploads.zooniverse.org/production/subject_location/b742f9c0-eb31-410f-a479-8ddecaf13d20.jpeg,False,Nothing Phishy Here,,"The website appears to be a corporate site offering various services including marketing, sales consulting, and operations support, with a highlighted feature called 'WEBINAR-IN-A-BOX'. The layout is professional, and it includes a navigation menu with options like 'ABOUT', 'SERVICES', 'MEET OUR RIA PARTNER', 'BLOG', 'CONTACT', and 'back office'.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website appears to be a corporate site offering various services including marketing, sales consulting, and operations support, with a highlighted feature called 'WEBINAR-IN-A-BOX'. The layout is professional, and it includes a navigation menu with options like 'ABOUT', 'SERVICES', 'MEET OUR RIA PARTNER', 'BLOG', 'CONTACT', and 'back office'."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```",,,0.0,1.0,52843605,0,15,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,5,0,0,3,9,3,0,0,False,,,0.0,1.0,https://panoptes-uploads.zooniverse.org/production/subject_location/b742f9c0-eb31-410f-a479-8ddecaf13d20.jpeg,False,Nothing Phishy Here,[],"The image shows a website for a business-to-business (B2B) company named DMI. The company offers marketing, sales consulting, and operations support services to businesses in the financial industry. The website features information about the company, its services, and its webinar-in-a-box product. The website also includes testimonials from satisfied clients. ",Trustworthy,Visually Attractive or Appealing ,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: The image shows a website for a business-to-business (B2B) company named DMI. The company offers marketing, sales consulting, and operations support services to businesses in the financial industry. The website features information about the company, its services, and its webinar-in-a-box product. The website also includes testimonials from satisfied clients. 
TrustWorthiness Rating: Trustworthy
Visual Attractiveness Rating: Visually Attractive or Appealing 
",,,0.0,1.0,,,0.0,2.0
1155,52843606,52843606,0,15,0,15,0,0,0,0,0,0,0,1,9,5,0,0,0,9,5,1,0,False,,,0.0,1.0,https://panoptes-uploads.zooniverse.org/production/subject_location/a13018b5-9831-4c10-8d00-c5a65317599d.jpeg,False,Nothing Phishy Here,,"The website appears to be a corporate site for McBee, showcasing a partnership with QIRT (Quality in Real Time) as part of the Netsmart family. The page design includes a navigation bar with options such as 'Home,' 'Contact,' 'Privacy,' and others. It displays contact information, which includes a phone number and an email address. There is a prominent logo for McBee and a message announcing QIRT joining McBee.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website appears to be a corporate site for McBee, showcasing a partnership with QIRT (Quality in Real Time) as part of the Netsmart family. The page design includes a navigation bar with options such as 'Home,' 'Contact,' 'Privacy,' and others. It displays contact information, which includes a phone number and an email address. There is a prominent logo for McBee and a message announcing QIRT joining McBee."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```",,,0.0,1.0,52843606,0,15,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,5,0,0,0,9,5,1,0,False,,,0.0,1.0,https://panoptes-uploads.zooniverse.org/production/subject_location/a13018b5-9831-4c10-8d00-c5a65317599d.jpeg,False,Nothing Phishy Here,[],"The screenshot shows a website announcement for the acquisition of QIRT (Quality in Real Time) by McBee, a company seemingly part of the Netsmart family. ",Neutral,Visually Unattractive or Unappealing,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: The screenshot shows a website announcement for the acquisition of QIRT (Quality in Real Time) by McBee, a company seemingly part of the Netsmart family. 
TrustWorthiness Rating: Neutral
Visual Attractiveness Rating: Visually Unattractive or Unappealing
",,,0.0,1.0,,,0.0,2.0
1156,52843607,52843607,1,12,2,13,0,0,0,0,0,0,1,0,6,7,0,0,0,4,8,1,0,False,,,0.076923077,0.9230769230769232,https://panoptes-uploads.zooniverse.org/production/subject_location/1f867c3a-b0b0-4a1f-a28e-95fb2c6031ed.jpeg,False,Nothing Phishy Here,,"The image appears to be a screenshot of a professional website for a company called 'AccuBill Inc.' which provides medical billing services. The website has a structured layout with clear sections for the homepage, about details, services, and contact information. It promotes their experience since 1993 and showcases an emphasis on electronic billing and insurance company collaboration.",Neutral,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The image appears to be a screenshot of a professional website for a company called 'AccuBill Inc.' which provides medical billing services. The website has a structured layout with clear sections for the homepage, about details, services, and contact information. It promotes their experience since 1993 and showcases an emphasis on electronic billing and insurance company collaboration."",
  ""TrustWorthiness Rating"": ""Neutral"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```",,,0.0,1.0,52843607,1,12,2,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,6,7,0,0,0,4,8,1,0,False,,,0.0769230769230769,0.9230769230769232,https://panoptes-uploads.zooniverse.org/production/subject_location/1f867c3a-b0b0-4a1f-a28e-95fb2c6031ed.jpeg,False,Nothing Phishy Here,[],"The image is of a website for a medical billing service called Accubill. The website provides information about the company's services, as well as contact information.",Neutral,Visually Unattractive or Unappealing,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: The image is of a website for a medical billing service called Accubill. The website provides information about the company's services, as well as contact information.
TrustWorthiness Rating: Neutral
Visual Attractiveness Rating: Visually Unattractive or Unappealing
",,,0.0,1.0,,,0.0,2.0
1157,52843608,52843608,2,13,0,15,0,0,0,0,0,0,1,2,6,4,3,0,1,2,8,2,2,False,,,0.1333333333333333,0.8666666666666667,https://panoptes-uploads.zooniverse.org/production/subject_location/30c23dbd-9339-4daa-bada-30254838956c.jpeg,False,Nothing Phishy Here,,"The website in the image appears to be a professional website for a company named 'AMBS Inc.' offering medical billing services. It features a navigation bar, a statement of experience ('25+ Years Providing Medical Billing Services Nationwide'), and various sections such as 'Why AMBS?', 'About AMBS', 'About Cost', and 'AMBS News'.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website in the image appears to be a professional website for a company named 'AMBS Inc.' offering medical billing services. It features a navigation bar, a statement of experience ('25+ Years Providing Medical Billing Services Nationwide'), and various sections such as 'Why AMBS?', 'About AMBS', 'About Cost', and 'AMBS News'."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```",,,0.0,1.0,52843608,2,13,0,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,6,4,3,0,1,2,8,2,2,False,,,0.1333333333333333,0.8666666666666667,https://panoptes-uploads.zooniverse.org/production/subject_location/30c23dbd-9339-4daa-bada-30254838956c.jpeg,False,Nothing Phishy Here,[],"Medical billing homepage featuring a slider with company info, benefits, and a Twitter feed",Neutral,Visually Unattractive or Unappealing,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: Medical billing homepage featuring a slider with company info, benefits, and a Twitter feed
TrustWorthiness Rating: Neutral
Visual Attractiveness Rating: Visually Unattractive or Unappealing
",,,0.0,1.0,,,0.0,2.0
1158,52843609,52843609,1,14,0,15,0,0,0,0,0,1,0,2,11,1,0,1,1,5,7,1,1,False,,,0.066666667,0.9333333333333332,https://panoptes-uploads.zooniverse.org/production/subject_location/a4a2f4f9-4ff3-48b0-be23-09b4f532af57.jpeg,False,Nothing Phishy Here,,"The image appears to be a screenshot of a professional website for a company named Apex EDI, which is promoting their software and offering a live demonstration. The presence of contact information, a clear menu bar with various options, and the HTTPS protocol in the URL are typical characteristics of a legitimate website.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The image appears to be a screenshot of a professional website for a company named Apex EDI, which is promoting their software and offering a live demonstration. The presence of contact information, a clear menu bar with various options, and the HTTPS protocol in the URL are typical characteristics of a legitimate website."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```",,,0.0,1.0,52843609,1,14,0,15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,11,1,0,1,1,5,7,1,1,False,,,0.0666666666666666,0.9333333333333332,https://panoptes-uploads.zooniverse.org/production/subject_location/a4a2f4f9-4ff3-48b0-be23-09b4f532af57.jpeg,False,Nothing Phishy Here,,Medical Software sales page. ,Trustworthy,Visually Unattractive or Unappealing,"Findings: Nothing Phishy Here
Present Cue Types: 
Website Description: Medical Software sales page. 
TrustWorthiness Rating: Trustworthy
Visual Attractiveness Rating: Visually Unattractive or Unappealing 
",,,0.0,1.0,,,0.0,2.0
1159,52843610,52843610,2,13,0,15,0,0,1,1,0,1,8,0,9,2,3,1,0,7,5,3,0,False,,,0.1333333333333333,0.8666666666666667,https://panoptes-uploads.zooniverse.org/production/subject_location/a3c199ca-a305-43e7-a3f8-e0a9dd664334.jpeg,False,Nothing Phishy Here,,"The webpage appears to be a professional website for a medical billing service company. It offers various billing solutions and services, with detailed information on platinum service options, a partnership banner for TherapyNotes, and promotional offers.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The webpage appears to be a professional website for a medical billing service company. It offers various billing solutions and services, with detailed information on platinum service options, a partnership banner for TherapyNotes, and promotional offers."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```",,,0.0,1.0,52843610,2,13,0,15,0.0,0.0,1.0,1.0,0.0,1.0,8.0,0,9,2,3,1,0,7,5,3,0,False,,,0.1333333333333333,0.8666666666666667,https://panoptes-uploads.zooniverse.org/production/subject_location/a3c199ca-a305-43e7-a3f8-e0a9dd664334.jpeg,False,Nothing Phishy Here,[],"This is a website of Medical billing professionals Medical billing service. It provides information on its various services like platinum service, premium medical billing service, premium plus medical billing service. ",Trustworthy,Neutral,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: This is a website of Medical billing professionals Medical billing service. It provides information on its various services like platinum service, premium medical billing service, premium plus medical billing service. 
TrustWorthiness Rating: Trustworthy
Visual Attractiveness Rating: Neutral 
",,,0.0,1.0,,,0.0,2.0
1160,52843611,52843611,0,14,1,14,0,0,0,0,0,0,0,3,11,0,0,0,0,11,3,0,0,False,,,0.0,1.0,https://panoptes-uploads.zooniverse.org/production/subject_location/e645e8d7-8353-4f68-b277-e5bcd52c29aa.jpeg,False,Nothing Phishy Here,,"The image appears to be a screenshot of a professional medical or emergency services company's website. It features a navigation bar with multiple sections such as About, Services, Process, Team, FAQ, Blog, Contact, and Events. There is a prominent image of an ambulance and a call-to-action button that says 'GET DETAILS'. The site's content emphasizes the expertise and benefits provided by the AccuMed Group.",Neutral,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The image appears to be a screenshot of a professional medical or emergency services company's website. It features a navigation bar with multiple sections such as About, Services, Process, Team, FAQ, Blog, Contact, and Events. There is a prominent image of an ambulance and a call-to-action button that says 'GET DETAILS'. The site's content emphasizes the expertise and benefits provided by the AccuMed Group."",
  ""TrustWorthiness Rating"": ""Neutral"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```",,,0.0,1.0,52843611,0,14,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,0,0,0,11,3,0,0,False,,,0.0,1.0,https://panoptes-uploads.zooniverse.org/production/subject_location/e645e8d7-8353-4f68-b277-e5bcd52c29aa.jpeg,False,Nothing Phishy Here,[],"The image is a screenshot of the homepage of AccuMed Group, a company that provides financial and compliance services for EMS providers and suppliers. ",Trustworthy,Visually Attractive or Appealing ,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: The image is a screenshot of the homepage of AccuMed Group, a company that provides financial and compliance services for EMS providers and suppliers. 
TrustWorthiness Rating: Trustworthy
Visual Attractiveness Rating: Visually Attractive or Appealing 
",,,0.0,1.0,,,0.0,2.0
1161,52843612,52843612,4,10,1,14,0,0,0,0,0,0,2,1,1,9,1,2,0,0,6,1,7,False,,,0.2857142857142857,0.7142857142857143,https://panoptes-uploads.zooniverse.org/production/subject_location/7904a767-eca9-4edf-b6fc-91cdb6c5cde3.jpeg,False,Nothing Phishy Here,,"The image appears to show a standard error message for a timeout issue on a web page, with a simple text message apologizing for the inconvenience.",Neutral,Visually Unattractive or Unappealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The image appears to show a standard error message for a timeout issue on a web page, with a simple text message apologizing for the inconvenience."",
  ""TrustWorthiness Rating"": ""Neutral"",
  ""Visual Attractiveness Rating"": ""Visually Unattractive or Unappealing""
}
```",,,0.0,1.0,52843612,4,10,1,14,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,9,1,2,0,0,6,1,7,False,,,0.2857142857142857,0.7142857142857143,https://panoptes-uploads.zooniverse.org/production/subject_location/7904a767-eca9-4edf-b6fc-91cdb6c5cde3.jpeg,False,Nothing Phishy Here,[],"This is a screenshot of a website error message. The message reads: ""524 A Timeout Occurred. Our apologies for the inconvenience. The requested URL generated a 524 'Timeout Occurred' error.""",Neutral,Neutral,"{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""This is a screenshot of a website error message. The message reads: \""524 A Timeout Occurred. Our apologies for the inconvenience. The requested URL generated a 524 'Timeout Occurred' error.\"""",
  ""TrustWorthiness Rating"": ""Neutral"",
  ""Visual Attractiveness Rating"": ""Neutral""
}
",,,0.0,1.0,,,0.0,2.0
1162,52843614,52843614,5,10,0,15,0,0,12,0,0,0,1,1,8,3,3,0,1,9,5,0,0,False,,,0.3333333333333333,0.6666666666666666,https://panoptes-uploads.zooniverse.org/production/subject_location/cdf0576e-342a-40f7-816b-32b35b12af2e.jpeg,False,Nothing Phishy Here,,"The website appears to be a professional business site offering transcription services across various domains such as legal, medical, interview, and academic transcription. It claims to have been established in 1999 and has over 21 years of experience in the industry.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website appears to be a professional business site offering transcription services across various domains such as legal, medical, interview, and academic transcription. It claims to have been established in 1999 and has over 21 years of experience in the industry."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```",,,0.0,1.0,52843614,5,10,0,15,0.0,0.0,12.0,0.0,0.0,0.0,1.0,1,8,3,3,0,1,9,5,0,0,False,,,0.3333333333333333,0.6666666666666666,https://panoptes-uploads.zooniverse.org/production/subject_location/cdf0576e-342a-40f7-816b-32b35b12af2e.jpeg,False,Nothing Phishy Here,[],"The image appears to be a screenshot of the homepage of Indoswift, a company that provides transcription services. The company claims to have over 21 years of experience and offers a variety of transcription services, including legal, medical, interview, and academic transcription. The website also features a ""Get Quote"" button and contact information for the company. ",Trustworthy,Visually Attractive or Appealing ,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: The image appears to be a screenshot of the homepage of Indoswift, a company that provides transcription services. The company claims to have over 21 years of experience and offers a variety of transcription services, including legal, medical, interview, and academic transcription. The website also features a ""Get Quote"" button and contact information for the company. 
TrustWorthiness Rating: Trustworthy
Visual Attractiveness Rating: Visually Attractive or Appealing 
",,,0.0,1.0,,,0.0,2.0
1163,52843616,52843616,3,12,0,15,0,0,5,0,0,3,0,2,8,3,2,0,2,8,2,3,0,False,,,0.2,0.8,https://panoptes-uploads.zooniverse.org/production/subject_location/2eed5b88-09e4-49ff-b2d2-e046d78bd666.jpeg,False,Nothing Phishy Here,,"The image provided appears to be a screenshot of a professional-looking website for 'GeBBS Healthcare Solutions', which is claimed to be a revenue cycle management firm. The site includes a navigation bar with options such as 'About GeBBS', 'Solutions', 'Technology', and 'Contact Us'. It also features a 'Learn More' button and an award badge from 'Modern Healthcare'. The site's domain is visible, and the URL begins with 'https', suggesting it is secure.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The image provided appears to be a screenshot of a professional-looking website for 'GeBBS Healthcare Solutions', which is claimed to be a revenue cycle management firm. The site includes a navigation bar with options such as 'About GeBBS', 'Solutions', 'Technology', and 'Contact Us'. It also features a 'Learn More' button and an award badge from 'Modern Healthcare'. The site's domain is visible, and the URL begins with 'https', suggesting it is secure."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```",,,0.0,1.0,52843616,3,12,0,15,0.0,0.0,5.0,0.0,0.0,3.0,0.0,2,8,3,2,0,2,8,2,3,0,False,,,0.2,0.8,https://panoptes-uploads.zooniverse.org/production/subject_location/2eed5b88-09e4-49ff-b2d2-e046d78bd666.jpeg,False,Nothing Phishy Here,[],"The screenshot shows the homepage of Gebbs Healthcare Solutions, a revenue cycle management firm. ",Trustworthy,Neutral,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: The screenshot shows the homepage of Gebbs Healthcare Solutions, a revenue cycle management firm. 
TrustWorthiness Rating: Trustworthy
Visual Attractiveness Rating: Neutral 
",,,0.0,1.0,,,0.0,2.0
1164,52843617,52843617,1,15,0,16,0,0,0,0,0,0,0,2,8,5,1,0,3,7,3,2,1,False,,,0.0625,0.9375,https://panoptes-uploads.zooniverse.org/production/subject_location/8c99c8cb-65ac-4a23-89ce-1fb2bca10e00.jpeg,False,Nothing Phishy Here,,"The website appears to be for a company called 'Medac Anesthesia Business Partners' and presents a professional look, showcasing its business in the medical industry. It includes a navigation bar with typical links such as Home, Services, and Technology, suggesting a structured layout for users to find more information about the company.",Trustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The website appears to be for a company called 'Medac Anesthesia Business Partners' and presents a professional look, showcasing its business in the medical industry. It includes a navigation bar with typical links such as Home, Services, and Technology, suggesting a structured layout for users to find more information about the company."",
  ""TrustWorthiness Rating"": ""Trustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```",,,0.0,1.0,52843617,1,15,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,5,1,0,3,7,3,2,1,False,,,0.0625,0.9375,https://panoptes-uploads.zooniverse.org/production/subject_location/8c99c8cb-65ac-4a23-89ce-1fb2bca10e00.jpeg,False,Nothing Phishy Here,[],"The image shows a screenshot of a website header for Medac Anesthesia Business Partners. It includes the company logo, a navigation bar with links to Home, Services, Technology, Contact, Login, and News, and a large banner image featuring medical professionals in an operating room setting. The banner image also contains the text ""Medac Anesthesia Business Partners"" and a call-to-action to ""Watch Our Video"". ",Trustworthy,Visually Attractive or Appealing ,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: The image shows a screenshot of a website header for Medac Anesthesia Business Partners. It includes the company logo, a navigation bar with links to Home, Services, Technology, Contact, Login, and News, and a large banner image featuring medical professionals in an operating room setting. The banner image also contains the text ""Medac Anesthesia Business Partners"" and a call-to-action to ""Watch Our Video"". 
TrustWorthiness Rating: Trustworthy
Visual Attractiveness Rating: Visually Attractive or Appealing 
",,,0.0,1.0,,,0.0,2.0
