url,subject_id,if_malicious,malicious_guess,Present_Cue_Types_Guess,Website_Description,TrustWorthiness_Rating,Visual_Attractiveness_Rating,Comments
https://panoptes-uploads.zooniverse.org/production/subject_location/097d898a-fb59-4341-8fe4-4447ddfa6005.jpeg,52837544,True,Something's Phishy,Invalid Domain or Sender Potentially Malicious Link,"The image displays a login page that is presumably for AT&T customers, with fields to enter a user ID and password. It contains options to keep the user signed in, to sign in, and links to recover the user ID or password. There's also a link to create a new user ID.",Very Untrustworthy,Neutral,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender"",
    ""Potentially Malicious Link""
  ],
  ""Website Description"": ""The image displays a login page that is presumably for AT&T customers, with fields to enter a user ID and password. It contains options to keep the user signed in, to sign in, and links to recover the user ID or password. There's also a link to create a new user ID."",
  ""TrustWorthiness Rating"": ""Very Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Neutral""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/d5cbec8f-2f22-403c-9a43-45957df75c71.jpeg,52837545,True,Something's Phishy,Invalid Domain or Sender Potentially Malicious Link Other Phishy Findings,The image appears to be a screenshot of a website pretending to be a PayPal identity confirmation page. It asks the user to take a selfie with an ID card and to upload documents to confirm identity.,Very Untrustworthy,Neutral,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender"",
    ""Potentially Malicious Link"",
    ""Other Phishy Findings""
  ],
  ""Website Description"": ""The image appears to be a screenshot of a website pretending to be a PayPal identity confirmation page. It asks the user to take a selfie with an ID card and to upload documents to confirm identity."",
  ""TrustWorthiness Rating"": ""Very Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Neutral""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/a0acc60e-4be3-4430-a2cd-8666092a9563.jpeg,52837546,True,Something's Phishy,Invalid Domain or Sender Potentially Malicious Link Other Phishy Findings,"The image displays a webmail login page supposedly for 'Roundcube', a legitimate webmail client. However, there are several suspicious indicators, such as the URL in the browser which does not appear to belong to an official Roundcube domain and contains elements that suggest it could be a compromised or malicious site ('wp-admin', commonly associated with WordPress sites, and 'user', which might not be typical for a corporate Roundcube deployment). The message 'You have successfully terminated the session. Login to Continue.' is an indicator meant to invoke a sense of urgency or a routine action, which could be a phishing tactic.",Untrustworthy,Neutral,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [""Invalid Domain or Sender"", ""Potentially Malicious Link"", ""Other Phishy Findings""],
  ""Website Description"": ""The image displays a webmail login page supposedly for 'Roundcube', a legitimate webmail client. However, there are several suspicious indicators, such as the URL in the browser which does not appear to belong to an official Roundcube domain and contains elements that suggest it could be a compromised or malicious site ('wp-admin', commonly associated with WordPress sites, and 'user', which might not be typical for a corporate Roundcube deployment). The message 'You have successfully terminated the session. Login to Continue.' is an indicator meant to invoke a sense of urgency or a routine action, which could be a phishing tactic."",
  ""TrustWorthiness Rating"": ""Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Neutral""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/ab1c14b4-130e-41ae-acdd-692290dc58cc.jpeg,52837547,True,Something's Phishy,Invalid Domain or Sender Other Phishy Findings,The website purports to be a login page for confirming an online wire transfer with Citibank. It displays logos of various payment methods and security services.,Very Untrustworthy,Neutral,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender"",
    ""Other Phishy Findings""
  ],
  ""Website Description"": ""The website purports to be a login page for confirming an online wire transfer with Citibank. It displays logos of various payment methods and security services."",
  ""TrustWorthiness Rating"": ""Very Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Neutral""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/108053ed-efa7-4da9-aa14-7ea4701b8fdf.jpeg,52837548,True,Something's Phishy,Invalid Domain or Sender Potentially Malicious Link Other Phishy Findings,"The website appears to be a login page for Juno, but there are multiple suspicious elements such as a strange domain in the URL, mismatched and seemingly unrelated advertisements, and overall poor design quality, raising suspicions about its legitimacy.",Very Untrustworthy,Visually Unattractive or Unappealing,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender"",
    ""Potentially Malicious Link"",
    ""Other Phishy Findings""
  ],
  ""Website Description"": ""The website appears to be a login page for Juno, but there are multiple suspicious elements such as a strange domain in the URL, mismatched and seemingly unrelated advertisements, and overall poor design quality, raising suspicions about its legitimacy."",
  ""TrustWorthiness Rating"": ""Very Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Unattractive or Unappealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/15f5cec1-ed0e-4bc2-8b32-a931e5f5804b.jpeg,52837549,True,Something's Phishy,Invalid Domain or Sender,"The image appears to be a screenshot of a website that mimics the legitimate Bank of America site, with sections for credit card offers and online banking login.",Untrustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender""
  ],
  ""Website Description"": ""The image appears to be a screenshot of a website that mimics the legitimate Bank of America site, with sections for credit card offers and online banking login."",
  ""TrustWorthiness Rating"": ""Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/a57b927a-67d8-45e5-b1b4-62812fbfbfc8.jpeg,52837550,True,Something's Phishy,Invalid Domain or Sender Other Phishy Findings,"The image shows a web page masquerading as a Bank of America identity verification page, asking for email address, email password, and security questions.",Very Untrustworthy,Neutral,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender"",
    ""Other Phishy Findings""
  ],
  ""Website Description"": ""The image shows a web page masquerading as a Bank of America identity verification page, asking for email address, email password, and security questions."",
  ""TrustWorthiness Rating"": ""Very Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Neutral""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/7a2d8579-4a72-48ef-b9d7-dba7c0c03d9a.jpeg,52837551,True,Something's Phishy,Invalid Domain or Sender Appeal to Action - Authority Other Phishy Findings,"The image displays a webpage that masquerades as a Bank of America identity verification portal, asking for sensitive debit/credit card information.",Very Untrustworthy,Neutral,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender"",
    ""Appeal to Action - Authority"",
    ""Other Phishy Findings""
  ],
  ""Website Description"": ""The image displays a webpage that masquerades as a Bank of America identity verification portal, asking for sensitive debit/credit card information."",
  ""TrustWorthiness Rating"": ""Very Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Neutral""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/6a23e4a6-79fe-4022-b161-07c3e38a6b73.jpeg,52837552,True,Something's Phishy,Invalid Domain or Sender Potentially Malicious Link Appeal to Action - Urgency Other Phishy Findings,"The image appears to show a login prompt that resembles a Microsoft sign-in page. It presents a modal dialog box over a darkened background image. There is a message stating 'You signed out of your account, please login again.’",Very Untrustworthy,Neutral,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender"",
    ""Potentially Malicious Link"",
    ""Appeal to Action - Urgency"",
    ""Other Phishy Findings""
  ],
  ""Website Description"": ""The image appears to show a login prompt that resembles a Microsoft sign-in page. It presents a modal dialog box over a darkened background image. There is a message stating 'You signed out of your account, please login again.’"",
  ""TrustWorthiness Rating"": ""Very Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Neutral""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/bf5e2d5d-5613-481d-920b-36011edf9914.jpeg,52837553,True,Something's Phishy,Invalid Domain or Sender,"The website presents itself as a free web hosting service, offering sign-up through social media accounts or by filling out a registration form.",Untrustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender""
  ],
  ""Website Description"": ""The website presents itself as a free web hosting service, offering sign-up through social media accounts or by filling out a registration form."",
  ""TrustWorthiness Rating"": ""Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/e913b237-b711-4157-b663-9d03450aa3f9.jpeg,52837554,True,Something's Phishy,Invalid Domain or Sender,"The website appears to be a sign-in page for BT (British Telecommunications), displaying areas to enter a BT ID or email address and password. It includes a search bar enhanced by Google and several menu options such as Broadband, TV, Sport, and Mobile.",Very Untrustworthy,Neutral,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender""
  ],
  ""Website Description"": ""The website appears to be a sign-in page for BT (British Telecommunications), displaying areas to enter a BT ID or email address and password. It includes a search bar enhanced by Google and several menu options such as Broadband, TV, Sport, and Mobile."",
  ""TrustWorthiness Rating"": ""Very Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Neutral""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/3e49a001-2df2-4afb-b2b1-76649b0fc962.jpeg,52837555,True,Something's Phishy,Invalid Domain or Sender Poor Spelling or Grammar Appeal to Action - Authority Potentially Malicious Link Other Phishy Findings,"The image shows a supposed login page for DHL asking users to sign in with their email and password to continue tracking their package. Upon closer inspection, several phishing indicators are present.",Very Untrustworthy,Visually Unattractive or Unappealing,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender"",
    ""Poor Spelling or Grammar"",
    ""Appeal to Action - Authority"",
    ""Potentially Malicious Link"",
    ""Other Phishy Findings""
  ],
  ""Website Description"": ""The image shows a supposed login page for DHL asking users to sign in with their email and password to continue tracking their package. Upon closer inspection, several phishing indicators are present."",
  ""TrustWorthiness Rating"": ""Very Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Unattractive or Unappealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/d893fcb4-f958-45b3-b307-e6b6649ed06c.jpeg,52837557,True,Something's Phishy,Invalid Domain or Sender Other Phishy Findings,"The website image shows a collection of unrelated and vague links under a title of 'Related Links.' The links include subjects from desert operations to watching free movies online, which seem unrelated to the purported content of the website. A notice stating that the domain has just been registered is displayed at the top-right corner.",Very Untrustworthy,Very Visually Unattractive or Unappealing,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender"",
    ""Other Phishy Findings""
  ],
  ""Website Description"": ""The website image shows a collection of unrelated and vague links under a title of 'Related Links.' The links include subjects from desert operations to watching free movies online, which seem unrelated to the purported content of the website. A notice stating that the domain has just been registered is displayed at the top-right corner."",
  ""TrustWorthiness Rating"": ""Very Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Very Visually Unattractive or Unappealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/620c439b-8aa1-4422-9f6d-2228c4b70a15.jpeg,52837558,True,Something's Phishy,Invalid Domain or Sender Appeal to Action - Greed Other Phishy Findings,"The image appears to be a screenshot of a webpage claiming that a 33-year-old man reveals how he earns a substantial amount of money every month working from anywhere. The layout includes a headline, multiple dates, an enticing image of a tropical location, and sidebar elements showing Bitcoin profits and testimonials.",Very Untrustworthy,Visually Unattractive or Unappealing,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender"",
    ""Appeal to Action - Greed"",
    ""Other Phishy Findings""
  ],
  ""Website Description"": ""The image appears to be a screenshot of a webpage claiming that a 33-year-old man reveals how he earns a substantial amount of money every month working from anywhere. The layout includes a headline, multiple dates, an enticing image of a tropical location, and sidebar elements showing Bitcoin profits and testimonials."",
  ""TrustWorthiness Rating"": ""Very Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Unattractive or Unappealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/779d6208-d8ac-4053-aeee-ca2fd3d25ad5.jpeg,52837560,True,Something's Phishy,Invalid Domain or Sender Potentially Malicious Link Other Phishy Findings,The webpage displayed in the image raises suspicion because it shows a supposed banking login URL but contains unrelated content such as links to various educational topics and a notice about a domain brokerage service.,Very Untrustworthy,Visually Unattractive or Unappealing,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender"",
    ""Potentially Malicious Link"",
    ""Other Phishy Findings""
  ],
  ""Website Description"": ""The webpage displayed in the image raises suspicion because it shows a supposed banking login URL but contains unrelated content such as links to various educational topics and a notice about a domain brokerage service."",
  ""TrustWorthiness Rating"": ""Very Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Unattractive or Unappealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/57a373bb-fd2c-45ab-89ce-03b1768a1bd5.jpeg,52837561,True,Something's Phishy,Invalid Domain or Sender Potentially Malicious Link Other Phishy Findings,The image appears to be a screenshot of a website that mimics the Yahoo sign-in page. The layout and graphical elements look similar to the original Yahoo webpage.,Very Untrustworthy,Neutral,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender"",
    ""Potentially Malicious Link"",
    ""Other Phishy Findings""
  ],
  ""Website Description"": ""The image appears to be a screenshot of a website that mimics the Yahoo sign-in page. The layout and graphical elements look similar to the original Yahoo webpage."",
  ""TrustWorthiness Rating"": ""Very Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Neutral""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/790422a6-1826-4908-baee-ff9b923a8874.jpeg,52837562,True,Nothing Phishy Here,,"The image appears to be a screenshot of a login page for First Tech Federal Credit Union's online banking service. It features a clean design, with fields for username and password, as well as options for 'Forgot Password?' and 'Register' for new users. The page also provides links for contacting the institution, finding locations, and mobile app information.",Neutral,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Nothing Phishy Here"",
  ""Present Cue Types"": [],
  ""Website Description"": ""The image appears to be a screenshot of a login page for First Tech Federal Credit Union's online banking service. It features a clean design, with fields for username and password, as well as options for 'Forgot Password?' and 'Register' for new users. The page also provides links for contacting the institution, finding locations, and mobile app information."",
  ""TrustWorthiness Rating"": ""Neutral"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/0a4db831-12c5-4a76-a38a-110f1da32a61.jpeg,52837564,True,Something's Phishy,Invalid Domain or Sender,"The website appears to be a login page for internet banking with the branding of Suncorp, a legitimate financial institution. However, the URL observed in the browser does not match the expected secure domain for a banking website, which can indicate a phishing attempt to capture login credentials.",Untrustworthy,Neutral,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender""
  ],
  ""Website Description"": ""The website appears to be a login page for internet banking with the branding of Suncorp, a legitimate financial institution. However, the URL observed in the browser does not match the expected secure domain for a banking website, which can indicate a phishing attempt to capture login credentials."",
  ""TrustWorthiness Rating"": ""Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Neutral""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/4a37f62c-9ba5-4621-ab85-d352fde727d8.jpeg,52837565,True,Something's Phishy,Invalid Domain or Sender Potentially Malicious Link Other Phishy Findings,"The website in the image is presented as a business website for a company called TileSA, advertising top quality tiles and offering a call to action for a free quote.",Untrustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender"",
    ""Potentially Malicious Link"",
    ""Other Phishy Findings""
  ],
  ""Website Description"": ""The website in the image is presented as a business website for a company called TileSA, advertising top quality tiles and offering a call to action for a free quote."",
  ""TrustWorthiness Rating"": ""Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```

Based on the information provided in the image, the website displayed shows a few phishing cues. The URL in the address bar appears to be shortened using a URL shortening service (""bit.do""), which is suspicious because legitimate business websites typically display their domain directly for transparency and to build trust. Additionally, such shortened URLs can hide the actual destination and are commonly used in phishing attacks to mislead victims. 

Furthermore, while no overt poor spelling or grammar are immediately evident, and no direct appeals to action such as greed, urgency, or authority are visible, the use of a URL shortener itself adds considerable suspicion.

Despite the potential red flags regarding phishing, the overall design and appearance of the website seem professionally done, with a clean layout and high-quality images, which would typically indicate a legitimate site. This contrasting aspect can sometimes be a tool used by malicious parties to establish a façade of credibility. 

Please note that the actual trustworthiness of the site cannot be definitively determined from the image alone and would require further investigation. The ratings given are based on the visible cues within the image provided."
https://panoptes-uploads.zooniverse.org/production/subject_location/df6a7d98-638c-478f-bf33-1f9044aa0734.jpeg,52837566,True,Something's Phishy,Invalid Domain or Sender,The website claims to be a Google verification page asking for phone number or email to confirm the user's identity.,Very Untrustworthy,Neutral,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender""
  ],
  ""Website Description"": ""The website claims to be a Google verification page asking for phone number or email to confirm the user's identity."",
  ""TrustWorthiness Rating"": ""Very Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Neutral""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/eded7e36-d835-4ce9-92ab-c69f403651e2.jpeg,52837568,True,Something's Phishy,Invalid Domain or Sender Potentially Malicious Link Other Phishy Findings,"The image portrays a web page claiming to be associated with Microsoft OneDrive, prompting the user to select their email provider to view a document. Visual elements associated with Microsoft and email service providers such as Google and Yahoo! are present.",Untrustworthy,Neutral,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender"",
    ""Potentially Malicious Link"",
    ""Other Phishy Findings""
  ],
  ""Website Description"": ""The image portrays a web page claiming to be associated with Microsoft OneDrive, prompting the user to select their email provider to view a document. Visual elements associated with Microsoft and email service providers such as Google and Yahoo! are present."",
  ""TrustWorthiness Rating"": ""Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Neutral""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/358cf3fa-b70b-441c-a339-292396caf424.jpeg,52837569,True,Something's Phishy,Potentially Malicious Link,"The image appears to show a website for DK Wheels, a business related to high-performance tires, alongside an image of a red sports car. The website includes a top menu with options like 'Home', 'Produtos' (Products), 'Sobre a DK Wheels' (About DK Wheels), and 'Contato' (Contact). There is a chat option at the bottom right.",Untrustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Potentially Malicious Link""
  ],
  ""Website Description"": ""The image appears to show a website for DK Wheels, a business related to high-performance tires, alongside an image of a red sports car. The website includes a top menu with options like 'Home', 'Produtos' (Products), 'Sobre a DK Wheels' (About DK Wheels), and 'Contato' (Contact). There is a chat option at the bottom right."",
  ""TrustWorthiness Rating"": ""Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```

The website's design itself seems professionally put together, promoting high-performance tires with a clean layout featuring a sports car. However, the URL in the address bar raises concerns; it appears to be a directory to an activation page (typically not a page one would land on from a legitimate business homepage) and has a .html file which could potentially be a file meant to perform a specific action when accessed. This is marked under ""Potentially Malicious Link"" because the context of the link seems inappropriate for what should be a straightforward business website.

In terms of trustworthiness, the suspicious URL warrants rating the image ""Untrustworthy"". However, visually, the site is well designed and features engaging imagery, so it gets a rating of ""Visually Attractive or Appealing""."
https://panoptes-uploads.zooniverse.org/production/subject_location/0c7edc4f-4991-43d2-80a4-9679d2fa6efa.jpeg,52837570,True,Something's Phishy,Poor Spelling or Grammar Other Phishy Findings,The image appears to be a screenshot of a shopping website offering tools. It displays a variety of navigation options and marketing statements.,Untrustworthy,Neutral,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Poor Spelling or Grammar"",
    ""Other Phishy Findings""
  ],
  ""Website Description"": ""The image appears to be a screenshot of a shopping website offering tools. It displays a variety of navigation options and marketing statements."",
  ""TrustWorthiness Rating"": ""Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Neutral""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/5340c137-22b4-4b92-ae3c-a886812f5b6b.jpeg,52837571,True,Something's Phishy,Invalid Domain or Sender Poor Spelling or Grammar Potentially Malicious Link Other Phishy Findings,"The website is designed to imitate the official Microsoft OneDrive login page. Features such as a dark sign-in modal overlay, cloud graphics, and buttons for office 365 login mimic the visual style of OneDrive's legitimate platform.",Untrustworthy,Neutral,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender"",
    ""Poor Spelling or Grammar"",
    ""Potentially Malicious Link"",
    ""Other Phishy Findings""
  ],
  ""Website Description"": ""The website is designed to imitate the official Microsoft OneDrive login page. Features such as a dark sign-in modal overlay, cloud graphics, and buttons for office 365 login mimic the visual style of OneDrive's legitimate platform."",
  ""TrustWorthiness Rating"": ""Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Neutral""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/3e4bf97d-c096-4593-b788-ca61e9dd6113.jpeg,52837572,True,Something's Phishy,Invalid Domain or Sender,"The image shows a webpage that purports to be a Google Account Help page, with instructions on how to turn cookies on or off.",Untrustworthy,Neutral,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender""
  ],
  ""Website Description"": ""The image shows a webpage that purports to be a Google Account Help page, with instructions on how to turn cookies on or off."",
  ""TrustWorthiness Rating"": ""Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Neutral""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/d9639b00-3dca-4e6e-ad8d-2ebfda666674.jpeg,52837573,True,Something's Phishy,Invalid Domain or Sender Other Phishy Findings,"The website purports to be a OneDrive login page, asking the user to choose their email provider to view shared files.",Very Untrustworthy,Neutral,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender"",
    ""Other Phishy Findings""
  ],
  ""Website Description"": ""The website purports to be a OneDrive login page, asking the user to choose their email provider to view shared files."",
  ""TrustWorthiness Rating"": ""Very Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Neutral""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/2509a15e-d03b-42ea-8431-5781ee993eea.jpeg,52837574,True,Something's Phishy,Invalid Domain or Sender Other Phishy Findings,"The image shows a login page mimicking a well-known social networking platform. However, there are signs indicating it may not be legitimate, such as the URL and the branding that does not match the official site.",Very Untrustworthy,Neutral,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender"",
    ""Other Phishy Findings""
  ],
  ""Website Description"": ""The image shows a login page mimicking a well-known social networking platform. However, there are signs indicating it may not be legitimate, such as the URL and the branding that does not match the official site."",
  ""TrustWorthiness Rating"": ""Very Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Neutral""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/f0939fcb-a16e-43f1-998b-f751e93e97f8.jpeg,52837575,True,Something's Phishy,Invalid Domain or Sender Potentially Malicious Link,"The website appears to be an automotive service company with a focus on high-performance tires, as suggested by the prominent display of tire brands and a sports car in the foreground. The site has navigation options for home, products, about, contact, and a shopping cart.",Untrustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender"",
    ""Potentially Malicious Link""
  ],
  ""Website Description"": ""The website appears to be an automotive service company with a focus on high-performance tires, as suggested by the prominent display of tire brands and a sports car in the foreground. The site has navigation options for home, products, about, contact, and a shopping cart."",
  ""TrustWorthiness Rating"": ""Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/e2e2afef-042b-4cb7-aa8d-9e2548526248.jpeg,52837576,True,Something's Phishy,Invalid Domain or Sender Potentially Malicious Link,"The image appears to show a webpage claiming to be affiliated with Alibaba.com, promoting a 'March Expo' event with various deals. The page includes a login form and options to sign in with social media accounts.",Very Untrustworthy,Visually Attractive or Appealing,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender"",
    ""Potentially Malicious Link""
  ],
  ""Website Description"": ""The image appears to show a webpage claiming to be affiliated with Alibaba.com, promoting a 'March Expo' event with various deals. The page includes a login form and options to sign in with social media accounts."",
  ""TrustWorthiness Rating"": ""Very Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/72565c5a-f66f-47e0-bd76-c560484fc588.jpeg,52837591,True,Something's Phishy,Invalid Domain or Sender Other Phishy Findings,"The page displays the name 'SEACOR MARINE SERVICES' along with various logos that suggest certifications and affiliations with recognizable organizations. The helpline number and an email address are provided at the top. The website has tabs for Home, About Us, Merchant Navy, Career, Programme, Campus, Placement, Apply Online, Blog, and Contact. Additionally, it promotes 'MARITIME EDUCATION FOR NATIONAL WELFARE' and encourages joining SEACOR Marine.",Untrustworthy,Visually Unattractive or Unappealing,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [""Invalid Domain or Sender"", ""Other Phishy Findings""],
  ""Website Description"": ""The page displays the name 'SEACOR MARINE SERVICES' along with various logos that suggest certifications and affiliations with recognizable organizations. The helpline number and an email address are provided at the top. The website has tabs for Home, About Us, Merchant Navy, Career, Programme, Campus, Placement, Apply Online, Blog, and Contact. Additionally, it promotes 'MARITIME EDUCATION FOR NATIONAL WELFARE' and encourages joining SEACOR Marine."",
  ""TrustWorthiness Rating"": ""Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Visually Unattractive or Unappealing""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/adaae023-dbc5-4931-ac75-70903cca734c.jpeg,52837594,True,Something's Phishy,Invalid Domain or Sender Potentially Malicious Link Other Phishy Findings,The website is a simplistic login page with a prompt for an email and password. It claims to be a 'Webmail' service.,Untrustworthy,Neutral,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender"",
    ""Potentially Malicious Link"",
    ""Other Phishy Findings""
  ],
  ""Website Description"": ""The website is a simplistic login page with a prompt for an email and password. It claims to be a 'Webmail' service."",
  ""TrustWorthiness Rating"": ""Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Neutral""
}
```"
https://panoptes-uploads.zooniverse.org/production/subject_location/9876827b-3bbf-406e-9981-d23a44adb563.jpeg,52837596,True,Something's Phishy,Invalid Domain or Sender Potentially Malicious Link Other Phishy Findings,"The website displayed in the image is a login page requesting an email and password. It has a simplistic design featuring a logo that resembles an envelope and text. The URL is visible in the address bar, and there is additional text at the bottom stating 'Powered by Example 1999-2020'.",Very Untrustworthy,Neutral,"```json
{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Invalid Domain or Sender"",
    ""Potentially Malicious Link"",
    ""Other Phishy Findings""
  ],
  ""Website Description"": ""The website displayed in the image is a login page requesting an email and password. It has a simplistic design featuring a logo that resembles an envelope and text. The URL is visible in the address bar, and there is additional text at the bottom stating 'Powered by Example 1999-2020'."",
  ""TrustWorthiness Rating"": ""Very Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Neutral""
}
```"
